country,isocode,year,region,PI_region,income,landlocked,lcapitalpw,lcapitalpw_year,grdomsav,grdomsav_year,unemped,unemped_year,lnploans,lnploans_year,lmarketsize,lmarketsize_year,lhitechexp,lhitechexp_year,lfdisv,lfdisv_year,linflB,linflB_year,inflB,inflB_year,absgdppcgrowth,absgdppcgrowth_year,econexpect,econexpect_year,jobmarket,jobmarket_year,index_foodshelter,index_foodshelter_year,lgrdomsav,lgrdomsav_year,FIconfidence,FIconfidence_year,employed,employed_year,satlivstandard,satlivstandard_year,lintlband,lintlband_year,mobilegdp,mobilegdp_year,lictexp,lictexp_year,lroyaltyrec,lroyaltyrec_year,predictedRD,predictedRD_year,unevenecondev,unevenecondev_year,lstartupcost,lstartupcost_year,linternetserverB,linternetserverB_year,startupcost,startupcost_year,mobileswb,mobileswb_year,enventrep,enventrep_year,workhard,workhard_year,polrights,polrights_year,govtype,govtype_year,govstability,govstability_year,polconstraint,polconstraint_year,goveffectiveB,goveffectiveB_year,rulelawB,rulelawB_year,executiveB,executiveB_year,regulationB,regulationB_year,index_corruption,index_corruption_year,courtapprove,courtapprove_year,confelections,confelections_year,confidentmilit,confidentmilit_year,voiced_concern,voiced_concern_year,addresspoverty,addresspoverty_year,govapprove,govapprove_year,enviropreserve,enviropreserve_year,primpuptoteach,primpuptoteach_year,girlstoboysnormB,girlstoboysnormB_year,netprimschB,netprimschB_year,grsecschB,grsecschB_year,grterschB,grterschB_year,secperwkrB,secperwkrB_year,terperwkrB,terperwkrB_year,childrenlearn,childrenlearn_year,educationqualsat,educationqualsat_year,dptimmun,dptimmun_year,measlimmun,measlimmun_year,tuberculosis,tuberculosis_year,lifexpectgdp,lifexpectgdp_year,ppphealthexpaidB,ppphealthexpaidB_year,infantmortalityB,infantmortalityB_year,undernourishB,undernourishB_year,respdisease,respdisease_year,haleswb,haleswb_year,sanitation,sanitation_year,hospbeds,hospbeds_year,healthsat,healthsat_year,wellrested,wellrested_year,worryyest,worryyest_year,healthproblems,healthproblems_year,waterqual,waterqual_year,envirobeautysat,envirobeautysat_year,propertystolen,propertystolen_year,stateviolencegdp,stateviolencegdp_year,assaultedB,assaultedB_year,safewalkingB,safewalkingB_year,refugeeidpB,refugeeidpB_year,grievanceB,grievanceB_year,humanemigrate,humanemigrate_year,stateviolenceswb,stateviolenceswb_year,demopressure,demopressure_year,warcasual,warcasual_year,expresspolitfear,expresspolitfear_year,civchoice,civchoice_year,tolimmigB,tolimmigB_year,tolethnicB,tolethnicB_year,freechoicesat,freechoicesat_year,civlib,civlib_year,relyB,relyB_year,volunteeredB,volunteeredB_year,donatedB,donatedB_year,helpedstrangerB,helpedstrangerB_year,relattend,relattend_year,trustothers,trustothers_year,married,married_year,,,,gdppcgrowth,royaltyrec,ictexp,capitalpw,fdisv,marketsize,nploans,hitechexp,internetserverB,intlband
Ukraine,UKR,2015,Eastern Europe,Europe,Lower middle income,0,10.3800773621,2013,7.1969738007,2013,7.9000000954,2013,2.7481718063,2014,25.4700832367,2013,1.9307895899,2013,1.2159178257,2013,2.5810837746,2014,12.2114496231,2014,0.3341652751,2013,*,2014,*,2014,*,2014,2.1037650108,2013,*,2014,*,2014,*,2014,13.5278301239,2014,144.082158981,2014,0.6560038328,2013,18.9335041046,2013,0.9745119214,2013,5,2014,0.7884573936,2014,3.8412594795,2014,1.2000000477,2014,*,2014,*,2010,*,2014,4,2014,4,2014,23,2014,0.7600309849,2012,-0.6499999762,2013,-0.8299999833,2013,12,2010,-0.6399999857,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2012,*,2014,*,2014,16.4878501892,2013,0.8395705223,2013,97.4034805298,2013,98.8634490967,2013,78.9966201782,2013,4.3928980827,2010,1.3411273956,2010,*,2014,*,2014,76,2013,79,2013,96,2013,71.1595153809,2013,687,2013,8.6000003815,2013,5,2011,15.8,2012,63,2013,94.3000030518,2012,9,2012,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,3,2013,*,2010,*,2014,3.4,2014,6.4,2014,5.4,2014,3,2013,4.5,2014,2,2014,*,2012,*,2014,*,2014,*,2014,*,2014,5,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2009,*,2014,,,,-0.3341652751,166999952,0.9270759821,32210.453125,2.3733887672,115217014784,14.6140604019,5.8949522972,45.58411026,750000.25
Uruguay,URY,2012,America Latin and the Caribbean,Americas,Upper middle income,0,10.2806539536,2010,19.8178925,2010,7.300000191,2009,0.6931471825,2011,23.9993438721,2010,1.916859746,2009,1.9219309092,2010,2.0381489766,2010,6.676386868,2010,5.5195794106,2010,*,2010,*,2010,*,2010,3.0358128548,2010,*,2010,*,2010,*,2010,10.9282922745,2011,140.7518920898,2011,0.0820008367,2009,11.4721136093,2010,0.8319634795,2010,4.7376289368,2011,3.254242897,2011,4.2682781219,2011,24.8999996185,2011,*,2010,*,2010,*,2010,7,2011,10,2010,25,2010,0.4699999988,2007,0.6550915241,2010,0.716512382,2010,32,2010,0.4003081322,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,13.98624,2009,1.0721757412,2008,99.14729,2009,90.23832,2009,63.28326,2009,2.0664687157,2010,0.3042852879,2010,*,2010,*,2010,95,2010,95,2010,21,2010,76.23682927,2010,979,2009,9.2,2010,5,2008,80,2008,67,2007,100,2010,1.2,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,5,2010,*,2010,*,2010,1.7000000477,2011,2.4083869457,2011,5.3000001907,2011,1,2010,3.9000000954,2011,0,2011,*,2010,*,2010,*,2010,*,2010,*,2010,7,2011,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,,,,5.5195794106,95999.9765625,0.0854567215,29161.939453125,5.8341417313,26471747584,1,5.7995724678,70.3985900879,55730.0234375
Uruguay,URY,2013,America Latin and the Caribbean,Americas,Upper middle income,0,10.3360586166,2011,17.7789039612,2012,6,2011,0.91629076,2012,24.1894302368,2012,1.916859746,2009,2.0126421452,2011,2.2080288804,2012,8.0977659225,2012,5.9515004158,2011,*,2012,*,2012,*,2012,2.9327340126,2012,*,2012,*,2011,*,2012,11.239027977,2012,147.3000030518,2012,0.0820008367,2009,12.2110652924,2011,0.9286415577,2011,4.5999999046,2012,3.2308044434,2012,4.4461746216,2012,24.2999992371,2012,*,2012,*,2010,*,2012,7,2012,10,2011,26,2011,0.4993563294,2012,0.5799999833,2011,0.7099999785,2011,32,2010,0.4099999964,2011,*,2012,*,2011,*,2011,*,2011,*,2012,*,2012,*,2012,*,2012,13.79403,2010,1.071703434,2010,99.53051,2010,90.42086,2010,63.19859,2010,2.0664687157,2010,0.3042852879,2010,*,2011,*,2011,95,2011,95,2011,21,2011,76.41219512,2011,1209.7199707031,2011,8.7,2011,5,2011,80,2008,67,2007,100,2010,3,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2011,*,2012,5,2011,*,2011,*,2012,1.7999999523,2012,2.7000000477,2012,5,2012,1,2011,4.0999999046,2012,0,2012,*,2010,*,2012,*,2012,*,2012,*,2012,7,2012,*,2012,*,2012,*,2011,*,2012,*,2010,*,2010,*,2012,,,,5.9515004158,201000.03125,0.0854567215,30823.30078125,6.4830627441,32013715456,1.5000001192,5.7995724678,84.3000106812,76040
Uruguay,URY,2014,America Latin and the Caribbean,Americas,Upper middle income,0,10.5478458405,2012,17.74881479,2012,6,2012,0.8329091072,2012,24.2094039917,2012,2.332233429,2012,2.1771683693,2012,2.2591695786,2013,8.575135231,2013,5.4331326485,2012,*,2013,*,2013,*,2013,2.9311306477,2012,*,2013,*,2013,*,2013,11.6838741302,2013,154.6184692383,2013,0.08805345,2012,12.9715423584,2012,0.987965703,2012,4.4000000954,2013,3.1654751301,2013,4.3325481415,2013,22.7000007629,2013,*,2013,*,2010,*,2013,7,2013,10,2012,27,2012,0.4993563294,2012,0.4449564815,2012,0.5400000215,2012,32,2010,0.400000006,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,13.79403,2010,0.9706686139,2010,99.53355,2010,90.33587,2010,63.15235,2010,1.9984234571,2010,0.2887464166,2010,*,2013,*,2013,95,2012,96,2012,27,2012,76.90782927,2012,1438.0799560547,2012,6.2,2012,6.2,2012,80,2008,68,2012,96.4,2012,2.5,2012,*,2012,*,2013,*,2013,*,2013,*,2013,*,2011,*,2013,5,2012,*,2011,*,2013,1.8999999762,2013,2.7999999523,2013,4.6999998093,2013,1,2012,3.7999999523,2013,0,2013,*,2010,*,2013,*,2013,*,2013,*,2013,7,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2010,*,2013,,,,5.4331326485,429999.8125,0.0920464918,38094.28515625,7.8212924004,32659576832,1.2999999523,9.3009223938,75.138053894,118641.984375
Uruguay,URY,2015,America Latin and the Caribbean,Americas,Upper middle income,0,10.6632766724,2013,20.3160057068,2013,6.5999999046,2013,0.8228333592,2013,24.2744560242,2013,2.2680726051,2013,4.0224790573,2013,2.2902445793,2014,8.8773536682,2014,4.8721513748,2013,*,2014,*,2014,*,2014,3.0594582558,2013,*,2014,*,2014,*,2014,11.7579479218,2014,160.7951457486,2014,0.0777935535,2013,12.9692144394,2013,1.043804884,2013,4.5,2014,3.1945831776,2014,4.5679821968,2014,23.3999996185,2014,*,2014,*,2010,*,2014,7,2014,10,2014,29,2014,0.4993563294,2012,0.4099999964,2013,0.5,2013,32,2010,0.5199999809,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2012,*,2014,*,2014,13.7940301895,2010,0.9706686735,2010,99.5335464478,2010,90.3358688354,2010,63.1523513794,2010,1.9984234571,2010,0.2887464166,2010,*,2014,*,2014,94,2013,96,2013,30,2013,77.0514144897,2013,1715,2013,9.5,2013,5,2013,35.1,2012,68,2013,96.4000015259,2012,2.5,2012,*,2012,*,2014,*,2014,*,2014,*,2014,*,2011,*,2014,5,2013,*,2011,*,2014,2.2,2014,2.7,2014,4.4,2014,1,2013,3.8,2014,0,2014,*,2010,*,2014,*,2014,*,2014,*,2014,7,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2010,*,2014,,,,4.8721513748,428999.96875,0.0808994845,42755.5078125,54.8393630981,34854776832,1.2769421339,8.6607627869,95.3495025635,127764
United States,USA,2012,America North,Americas,High income,0,11.82700634,2010,11.50908582,2010,9.600000381,2010,1.7404661179,2011,29.9203491211,2010,3.0413930416,2010,1.4153493643,2010,0.9707953723,2010,1.640043442,2010,0.0992947891,2010,*,2010,*,2011,*,2011,2.526455164,2010,*,2011,*,2011,*,2011,16.2578582764,2011,105.9135971069,2011,2.4454236031,2010,25.3827629089,2010,2.1136283875,2010,5.4000000954,2011,0.8754687309,2011,7.3543128967,2011,1.3999999762,2011,*,2011,*,2010,*,2011,7,2011,10,2010,201,2010,0.8500000238,2007,1.442081809,2010,1.584584713,2010,32,2010,1.4183166027,2010,*,2011,*,2011,*,2011,*,2011,*,2010,*,2010,*,2011,*,2011,13.59084,2010,1.0518302917,2010,94.55457,2010,96.04074,2010,94.80865,2010,3.7140963078,2010,1.7111575603,2010,*,2011,*,2011,95,2010,92,2010,4.1,2010,78.24146341,2010,7410,2009,6.5,2010,5,2008,66,2008,70,2007,100,2010,3,2009,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,3,2010,*,2010,*,2011,2.9000000954,2011,3.5999999046,2011,1.1161017418,2011,3,2010,3.4000000954,2011,0,2011,*,2010,*,2011,*,2011,*,2011,*,2011,7,2011,*,2011,*,2011,*,2011,*,2011,*,2010,*,2009,*,2011,,,,-0.0992947891,105582968832,10.5354347229,136899.046875,3.1179249287,9868303925248,4.6999998093,19.9343852997,1561.9227294922,11500007
United States,USA,2013,America North,Americas,High income,0,11.824719429,2011,11.12511924,2011,8.899999619,2011,1.5892351866,2012,29.9495773315,2011,2.9492332935,2011,1.5176460743,2011,1.1214616973,2012,2.069337368,2012,0.3427040279,2011,*,2012,*,2012,*,2012,2.4952793121,2011,*,2012,*,2011,*,2012,16.5839653015,2012,98.1699981689,2012,2.3513314724,2011,25.5257205963,2012,2.1761248112,2011,5.0999999046,2012,0.8754687309,2012,7.314552784,2012,1.3999999762,2012,*,2012,*,2010,*,2012,7,2012,10,2011,202,2011,0.8541731238,2012,1.4099999666,2011,1.6000000238,2011,32,2010,1.4900000095,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,13.59084,2010,1.0518302917,2010,94.55457,2010,96.04074,2010,94.80865,2010,3.7140963078,2010,1.7111575603,2010,*,2012,*,2012,94,2011,90,2011,3.9,2011,78.64146341,2011,8607.8798828125,2011,6.4,2011,5,2011,66,2008,70,2007,100,2010,3,2010,*,2011,*,2012,*,2012,*,2012,*,2012,*,2011,*,2012,3,2011,*,2010,*,2012,2.5999999046,2012,3.9000000954,2012,1.2999999523,2012,3,2011,3.2999999523,2012,0,2012,*,2010,*,2012,*,2012,*,2012,*,2012,7,2012,*,2012,*,2012,*,2012,*,2012,*,2010,*,2009,*,2012,,,,-0.3427040279,121809059840,9.499540329,136586.328125,3.5614752769,10160992944128,3.8999998569,18.0913105011,1500.9998779297,15933992
United States,USA,2014,America North,Americas,High income,0,11.9719867706,2012,15.67905642,2012,8.100000381,2012,1.4350845814,2013,29.9921016693,2012,2.9356169701,2012,2.0445399284,2012,0.9021239281,2013,1.4648326635,2013,0.0161556602,2012,*,2013,*,2013,*,2013,2.8141539097,2012,*,2013,*,2013,*,2013,16.6645393372,2013,95.529548645,2013,2.3048238754,2012,25.5450134277,2012,2.1080276966,2012,4.8000001907,2013,0.91629076,2013,7.1754674911,2013,1.5,2013,*,2013,*,2010,*,2013,7,2013,10,2012,203,2012,0.8541731238,2012,1.5111809969,2012,1.6000000238,2012,32,2010,1.2899999619,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,14.42216,2012,0.9629631639,2012,91.82453,2012,93.67395,2012,94.2767,2012,3.8510403633,2010,1.7644233704,2010,*,2013,*,2013,95,2012,92,2012,3.6,2012,78.74146341,2012,8895.1201171875,2012,6,2012,5,2011,66,2008,70,2012,100,2012,2.9,2011,*,2011,*,2013,*,2013,*,2013,*,2013,*,2011,*,2013,3,2012,*,2010,*,2013,2.2999999523,2013,4.1999998093,2013,1,2013,3,2012,3,2013,0,2013,*,2010,*,2013,*,2013,*,2013,*,2013,7,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2009,*,2013,,,,-0.0161556602,124181921792,9.0224132538,158257.765625,6.7256035805,10602401497088,3.2000002861,17.8331184387,1305.9709472656,17270998
United States,USA,2015,America North,Americas,High income,0,11.9976177216,2013,16.7592029572,2013,7.4000000954,2013,1.1915500164,2014,30.019985199,2013,2.9315011501,2013,2.1565773487,2013,0.9640224576,2014,1.6222230196,2014,0.3915771544,2013,*,2014,*,2014,*,2014,2.8769037724,2013,*,2014,*,2014,*,2014,16.8112430573,2014,98.4068577996,2014,2.2893848419,2013,25.5844573975,2013,2.1161589622,2013,4.5,2014,0.7884573936,2014,7.3467264175,2014,1.2000000477,2014,*,2014,*,2010,*,2014,7,2014,10,2014,205,2014,0.8541731238,2012,1.5,2013,1.5399999619,2013,32,2010,1.2599999905,2013,*,2014,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,*,2014,14.4221601486,2012,0.9629631042,2012,91.8245315552,2012,93.6739501953,2012,94.2767028809,2012,3.8510403633,2010,1.7644233704,2010,*,2014,*,2014,94,2013,91,2013,3.2999999523,2013,78.8414611816,2013,9146,2013,5.9000000954,2013,5,2011,37,2012,69,2013,100,2012,2.9000000954,2011,*,2011,*,2014,*,2014,*,2014,*,2014,*,2011,*,2014,3,2012,*,2010,*,2014,2.4,2014,4.5,2014,1.2,2014,3,2012,3.3,2014,0,2014,*,2010,*,2014,*,2014,*,2014,*,2014,7,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2009,*,2014,,,,0.3915771544,129178034176,8.8688650131,162366.53125,7.6415100098,10902194618368,2.2921802998,17.7557640076,1550.1104736328,20000004
Uzbekistan,UZB,2012,Asia Central,Asia-Pacific,Lower middle income,1,9.0532283783,2010,27.00873313,2010,8,2011,1.3590744734,,23.8057785034,2010,1.7444396019,,2.627841711,2010,3.1354942159,2011,22,2011,6.8472127914,2010,*,2010,*,2011,*,2011,3.3325164318,2010,*,2011,*,2011,*,2011,8.4869403839,2011,91.6482162476,2011,0.0583492666,,0,,0,,8.1999998093,2011,2.0014801025,2011,0.3752534688,2011,6.4000000954,2011,*,2011,*,2010,*,2011,1,2011,-9,2010,19,2010,0,2007,-0.7967893481,2010,-1.3725515604,2010,4,2010,-1.5893526077,2010,*,,*,2006,*,2006,*,2006,*,2008,*,2010,*,2006,*,2011,15.6244001389,2011,0.9937308431,2011,89.798500061,2011,105.6595535278,2011,8.8693799973,2011,3.7410593033,,0.0673892125,,*,2011,*,2011,99,2010,98,2010,128,2010,68.001,2010,152,2009,43.8,2010,11,2008,55,2008,59,2007,100,2010,4.6,2009,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,3,2010,*,2010,*,2011,5.6999998093,2011,7.3809809685,2011,6.3000001907,2011,3,2010,7.3000001907,2011,0,2011,*,2008,*,2011,*,2011,*,2011,*,2011,1,2011,*,2011,*,2011,*,2011,*,2011,*,2010,*,2009,*,2011,,,,6.8472127914,0,0.0600851849,8545.0830078125,12.8438587189,21813143552,2.8925888538,4.7226934433,0.4553602636,4850.0009765625
Uzbekistan,UZB,2013,Asia Central,Asia-Pacific,Lower middle income,1,9.0990514755,2011,25.3630295,2011,4.8000001907,2012,0.4700036347,2012,23.9167366028,2011,1.2056081295,,1.4964871407,2011,3.1354942159,2012,22,2012,6.482609272,2011,*,2012,*,2012,*,2012,3.2719626427,2011,*,2012,*,2011,*,2012,9.2104406357,2012,72.2099990845,2012,0.0583493002,,18.4128818512,,0.1603451073,,7.9000000954,2012,1.5686159134,2012,0.5877866745,2012,3.7999999523,2012,*,2012,*,2010,*,2012,1,2012,-9,2011,20,2011,0,2012,-0.7699999809,2011,-1.3899999857,2011,5.3040294647,2010,-1.5900000334,2011,*,,*,2006,*,2006,*,2006,*,2008,*,2010,*,2006,*,2012,15.6244,2011,0.9937309027,2011,89.7985,2011,105.65955,2011,8.86938,2011,3.6322307587,,0.1086393446,,*,2012,*,2012,99,2011,99,2011,101,2011,68.26531707,2011,189.4600067139,2011,41.5,2011,6.1,2011,55,2008,59,2007,100,2010,4.49,2010,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,3,2011,*,2010,*,2012,5.6999998093,2012,7.6999998093,2012,6,2012,3,2011,7,2012,0,2012,*,2008,*,2012,*,2012,*,2012,*,2012,1,2012,*,2012,*,2012,*,2012,*,2012,*,2010,*,2009,*,2012,,,,6.482609272,99223144,0.0600852184,8945.802734375,3.4659731388,24372873216,0.6000000238,2.3387889862,0.8000000119,10000.0029296875
Uzbekistan,UZB,2014,Asia Central,Asia-Pacific,Lower middle income,1,9.3287725449,2012,20.89596324,2012,11.30000019,2012,0.3364722431,2013,24.0494842529,2012,1.6171313524,,1.6081990004,2012,2.4792239666,2013,10.9320001602,2013,6.2172422409,2012,*,2013,*,2013,*,2013,3.0863022804,2012,*,2012,*,2013,*,2013,9.9035377502,2013,74.3067779541,2013,0,,19.0810184479,2012,0.1475440264,,7.5999999046,2013,1.5040774345,2013,0.5842369795,2013,3.5,2013,*,2013,*,2010,*,2013,1,2013,-9,2012,21,2012,0,2012,-0.9396613836,2012,-1.2699999809,2012,5.3040294647,2010,-1.6100000143,2012,*,2013,*,2006,*,2006,*,2006,*,2008,*,2010,*,2006,*,2013,15.6244,2011,0.9672259092,2011,88.54244,2011,105.16976,2011,8.87381,2011,3.7454903126,2011,0.137455076,2011,*,2013,*,2013,99,2012,99,2012,78,2012,68.104,2012,220.8399963379,2012,34.4,2012,5.7,2012,55,2008,61,2012,100,2012,4.4,2010,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,3,2012,*,2010,*,2013,6,2013,7.5,2013,6.3000001907,2013,3,2012,6.6999998093,2013,0,2013,*,2008,*,2013,*,2013,*,2012,*,2013,1,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2009,*,2013,,,,6.2172422409,193544576,0,11256.3046875,3.9938092232,27832889344,0.400000006,4.0386157036,0.7936218977,20000.00390625
Uzbekistan,UZB,2015,Asia Central,Asia-Pacific,Lower middle income,1,9.4088087082,2013,19.2092895508,2013,10.6999998093,2013,0.3187068105,2014,24.1539306641,2013,1.6722230911,,1.161129117,2013,2.4849066734,2014,11,2014,6.0296573639,2013,*,2014,*,2014,*,2014,3.0061423779,2013,*,2012,*,2014,*,2014,9.7107515335,2014,73.7911646477,2014,0.0583493002,,19.4858436584,2013,0.1914528459,,7.3,2014,1.4586150646,2014,0.9792389274,2014,3.2999999523,2014,*,2014,*,2010,*,2014,1,2014,-9,2014,23,2014,0,2012,-0.9399999976,2013,-1.2000000477,2013,5.3040294647,2010,-1.6299999952,2013,*,2014,*,2006,*,2006,*,2006,*,2008,*,2010,*,2006,*,2014,15.6244001389,2011,0.9672259688,2011,88.5424423218,2011,105.1697616577,2011,8.8738098145,2011,3.7096505165,2011,0.1352705508,2011,*,2014,*,2014,99,2013,97,2013,80,2013,68.2275848389,2013,330,2013,36.7000007629,2013,5.8000001907,2013,29.8,2012,61,2013,100,2012,4.4000000954,2010,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,3,2013,*,2010,*,2014,5.7,2014,7.4,2014,6.6,2014,3,2013,6.4,2014,0,2014,*,2008,*,2014,*,2014,*,2014,*,2014,1,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2009,*,2014,,,,6.0296573639,290131168,0.0600852184,12194.333984375,2.1935372353,30897176576,0.3753480315,4.323990345,1.6624292135,16492.9921875
"Venezuela, RB",VEN,2012,America Latin and the Caribbean,Americas,Upper middle income,0,10.5380945206,2010,32.33607234,2010,7.599999905,2009,1.2527629137,2011,26.3136749268,2010,1.8004250526,2010,0.4448158741,2010,3.4032762467,2010,29.06243082,2010,2.1612849236,2010,*,2010,*,2010,*,2010,3.5066399574,2010,*,2010,*,2010,*,2010,11.4721136093,2011,97.7752685547,2011,0.0206077006,2010,0,2009,0.4696504772,2010,7.3000001907,2011,3.299533844,2011,2.2044768333,2011,26.1000003815,2011,*,2010,*,2010,*,2010,3,2011,-3,2010,1,2010,0.0500000007,2007,-1.0188566446,2010,-1.6430116892,2010,9,2010,-1.581179738,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,12.14944,2010,1.0226844549,2010,92.52714,2010,82.51895,2010,78.12849,2009,1.1411619186,2010,0.389750123,2010,*,2010,*,2010,78,2010,79,2010,33,2010,74.12731707,2010,737,2009,15.7,2010,7,2008,45,2008,66,2007,91,2005,1.1,2009,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,3,2010,*,2010,*,2010,4.8328728676,2011,7,2011,6.4000000954,2011,3,2010,6,2011,0,2011,*,2010,*,2010,*,2010,*,2010,*,2010,3,2011,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,,,,2.1612849236,0,0.0208215062,37724.61328125,0.5602028966,267845173248,2.4999997616,5.0522193909,8.0655078888,95999.9765625
"Venezuela, RB",VEN,2013,America Latin and the Caribbean,Americas,Upper middle income,0,10.5662260056,2011,24.108757019,2012,8.300000191,2011,0.7884573936,2012,26.3163070679,2012,1.2521474361,2011,0.7787973285,2011,3.0941737471,2012,21.0689964294,2012,1.0412576199,2011,*,2012,*,2012,*,2012,3.2232167721,2012,*,2012,*,2011,*,2012,11.8775758743,2012,102.0999984741,2012,0.0084432866,2011,0,,0.6605656147,2011,7.1999998093,2012,3.3568971157,2012,2.4765384197,2012,27.7000007629,2012,*,2012,*,2010,*,2012,3,2012,-3,2011,2,2011,0.3266830146,2012,-1.1000000238,2011,-1.6299999952,2011,11.9340658188,2010,-1.4900000095,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,12.14944,2010,1.0277065039,2011,92.7086,2011,83.48354,2011,78.1284866333,2009,1.1411619186,2010,0.389750123,2010,*,2012,*,2012,78,2011,86,2011,33,2011,74.31219512,2011,659.1599731445,2011,12.9,2011,5,2011,45,2008,66,2007,91,2007,0.9,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,3,2011,*,2012,*,2012,4.5,2012,6.6999998093,2012,6.0999999046,2012,3,2011,5.6999998093,2012,0,2012,*,2010,*,2012,*,2012,*,2012,*,2012,3,2012,*,2012,*,2012,*,2012,*,2012,*,2010,*,2010,*,2012,,,,1.0412576199,0,0.0084790317,38800.95703125,1.1788502932,268551110656,1.2000000477,2.497846365,10.9000005722,144000.046875
"Venezuela, RB",VEN,2014,America Latin and the Caribbean,Americas,Upper middle income,0,10.7715549469,2012,28.53520295,2012,7.800000191,2012,0.530628264,2013,26.1759777069,2012,1.2521474361,2011,1.1159205437,2012,3.7290475368,2013,40.6394271851,2013,0.4611756802,2012,*,2013,*,2013,*,2013,3.3855829239,2012,*,2013,*,2013,*,2013,12.0435600281,2013,101.6144332886,2013,0.0084432866,2011,19.531003952,2011,0.7870084047,2012,6.9000000954,2013,3.6000483036,2013,2.4918515682,2013,35.5999984741,2013,*,2013,*,2010,*,2013,3,2013,-3,2012,3,2012,0.3266830146,2012,-1.136813283,2012,-1.6900000572,2012,11.9340658188,2010,-1.5399999619,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,12.14944,2010,1.0007482767,2012,92.27759,2012,85.36711,2012,78.10754,2009,2.2603588104,2010,0.403275013,2010,*,2013,*,2013,81,2012,87,2012,33,2012,74.4875122,2012,628.4600219727,2012,13.1,2012,5,2012,45,2008,66,2012,90.9000015259,2007,0.9,2011,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,2.5,2012,*,2012,*,2013,4.8000001907,2013,6.4000000954,2013,5.8000001907,2013,3.5,2012,5.4000000954,2013,0,2013,*,2010,*,2013,*,2013,*,2013,*,2013,3,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2010,*,2013,,,,0.4611756802,303533920,0.0084790317,47645.046875,2.0523767471,233390227456,0.7000000477,2.497846365,11.0836286545,170000.078125
